链接地址,标题,内容
https://www.xiaohongshu.com/explore/63934242000000001f025a05,再说100次，来武汉一定要去这8个地方‼️,"12月来武汉旅游，要去哪里玩呢？ 黄鹤楼 观“天下江山第一楼” 赏历代名人的真迹 风景优美，楼内9层，风景各不同 登楼望远风景更美！ 目前还开发了黄鹤楼夜景 门票：70 开放时间：08:30-17:00 地址：武汉市武昌区蛇山西山坡特1号 东湖生态风景区 东湖景区湖岸曲折，碧波万顷， 观瀑听花 春观影，夏赏荷，秋观菊，冬闻梅！ 骑行，露营，溜娃都不错！ 门票：免费 开放时间：全天开放 地址：武汉市武昌区沿湖大道16号 昙华林 很多人都把昙华林称作武汉小瑞士 里面明清两代老建筑都有50多处 此外还有文华书院,教堂等... 门票信息：免费 开放时间：全天开放 地址：武汉市武昌区花园山附近 园博园 登上山顶可看“高山流水”，游船上岛可见丹顶鹤放飞 东入口汉口里梦回清末民初；西入口汉江塆带你走进湖北民居！ 不用出城，一日看尽各大城市特色风景 去博物馆探讨文明，在户外露营烧烤畅聊人生！ 门票：60元 开园时间：日场8:30-17:00;夜场17:00-22:00 地址：湖北省武汉市张公堤公园 归元禅寺 武汉四大寺庙之首 很多人来求财求姻缘！ 你一定要去数罗汉， 随机选一个罗汉 按顺时针方向数到自己的实际年龄， 这尊罗汉的身份、表情和动作，昭示着命运。 门票:10 开放时间 08:00-17:00(全天)；停止入场时间:16:30 地址：湖北省武汉市汉阳区归元寺路20号 汉口江滩 两江四堤八林带，火树银花不夜天 晚上坐上知音号登上甲板欣赏两江风光 门票：无 开放时间：全天 地址：湖北省武汉市江岸区沿江大道 长江大桥 万里长江第一桥 夜景更是美 桥头堡内装有升降电梯， 🉑️在桥上欣赏长江景色 推荐去中华路码头拍摄 可以看到长江大桥，龟山电视塔 还有对岸江滩的美景 门票：无 开放时间：全天 地址：汉阳区武昌区武汉长江大桥 湖北省博物馆 听战国编钟的美妙古乐，观四大镇馆之宝 荆楚文化浓郁， 曾侯乙编钟、越王勾践剑、元青花四爱图梅瓶等镇馆之宝，不要错过！ 地址：湖北省武汉市武昌区东湖风景区 门票：免费 江汉路步行街 天下第一步行街，武汉百年商业老街 汉口近代建筑群、江汉关、吉庆街、保成路 吃喝玩乐购物都齐全 门票：免费 地址：江汉区中山大道/江汉路步行街(路口)"
https://www.xiaohongshu.com/explore/6008da29000000000100bf0b,武汉旅游攻略🎏学生党三天两夜打卡全景点,武汉旅游｜武汉攻略｜武汉景点｜武汉美食 . 武汉，可玩性超强，适合打卡一次又一次的城市💛 2021年，这份三日经典暴走打卡攻略赶快收藏起来吧 . 🏡住宿 ▫️我们住在了星空酒店（武汉国际博览中心店 ▫️出门就是永旺商圈🍢酒店免费洗衣和管家服务超贴心 . 🚇出行 ▫️日常出行，地铁线路可达各景点，下载《Metro大都会》扫码乘坐 ▫️武汉的高铁火车站🚅均有地铁直达，优选武昌站，就在市区 ▫️天河机场✈️去汉街，需要2号线转4号线，大约1.5h ▫️机场地铁首班㍞｜末班㍯ . 📝行程安排＋防坑攻略 ▫️早上到的武汉，酒店放行李后就出门了 DAY1⃣️：黄鹤楼➠户部巷➠昙华林➠古德寺➠江汉路步行街➠码头轮渡➠长江大桥骑行 📍黄鹤楼 🔸门票￥80，学生证半价噢 📍户部巷 🔸人间烟火味很足的美食街，推荐在这吃热干面🍜 📍昙华林 🔸文青聚集地，很多清新小店铺🌿 🔸白天来好看，晚上灯光太暗 📍古德寺 🔸门票￥8 🔸可以不进去，网红打卡地，和建筑合影很出片 📍码头轮渡 🔸航线：中华路码头⇆武汉关码头 🔸中华路码头离江汉路很近 🔸用zfb的公交卡扫码乘坐🚢 🔸推荐普通轮渡，只要2￥/人，轮渡有两层，在二层看江景超nice 📍长江大桥 🔸我们找了共享单车上去骑行，体验感不错🚲 🔸桥头堡有电梯，2￥/人，要现金 . DAY2⃣️：粮道街➠湖北省博物馆➠湖北美术馆➠光谷步行街➠多莫大教堂➠楚河汉街 📍粮道街 🔸体验武汉的过早文化 📍博物馆&amp;美术馆 🔸周一闭馆，要提前在宫重浩预约 🔸刷身份证进馆，㍧㉚后停止入场 🔸博物馆镇馆之宝：越王勾践剑🗡必看 📍多莫大教堂 🔸步行街的多莫大教堂地标打卡，晚上有浪漫灯光秀🎆 . DAY3⃣️：楚河汉街➠武汉大学➠东湖绿道➠返程 📍武汉大学 🔸樱花季的时候要提前预约 🔸校区很大，买份地图方便些，校内有公交车投币1元 📍东湖 🔸东湖绿道太长了，我们去樱园那一段简单打卡下就走了 . 🍧关于吃喝 ①#来菜·铫子煨藕(汉街旗舰店)来湖北一定要吃的湖北菜头牌，藕汤入口超绝，江汉路，街道口光谷都有店 ②#山楂与薄荷冰粉(粮道街店)冰粉界的颜值冠军，拍照口味都超级🉑，千万别错过 ③#马丁豆豆咸蛋黄爆料蛙蛙叫和爆汁小猪肠都好吃 .@薯条小助手
https://www.xiaohongshu.com/explore/64183c63000000001300044f,武汉土著熬夜吐血整理史上最全旅行攻略🔥,假期准备来武汉的就看这篇攻略就好啦！ 交通篇： 🚄高铁站：汉口站 武汉站 武昌站 武汉东站 里面的比较方便的是汉口站 （较堵建议出站直接坐二号线地铁） 🚄武汉站：车比较多！但是离市区比较远 不过地铁也很方便！出站也可以坐地铁 （地铁4号线） - ✈️飞机的话天河机场 ，在黄陂离市区大概一小时地铁🚇二号线！较远如果高铁四小时的话，建议来武汉还是坐高铁方便！ ⚠️友情提示：武汉叫车其实很方便，地铁也便捷 希望大家不要受 一口价 走不走 不打表 的骗 - DAY 1 古德寺➡️黎黄陂路➡️happy站台➡️武汉美术馆➡️郝梦龄路➡️知音号➡️水塔小吃街 DAY2 粮道街➡️昙华林➡️黄鹤楼➡️湖北省博物馆➡️长江大桥➡️轮渡回汉口 DAY3 归元寺➡️晴川阁➡️汉阳造➡️循礼门➡️万松园 这些路线也不是每个都一定要去！ 大家可以选择xing的去！ 喜欢📷拍照：黎黄陂路、美术馆、知音号、汉口江滩、郝梦龄路、汉阳造、长江大桥、昙华林 - 爱吃就去：水塔小吃街、山海关路、happy站台、万松园、粮道街、苗栗路、 - 住宿的话： 建议江汉路步行街、粮道街附近！ 这两个地方去哪里都很方便好吃😋的 @武汉薯 @生活薯@薯队长 武汉旅游玫略/武汉美食攻略/武汉旅游/武汉景点/江汉路/粮道街/武汉深度游/武汉旅游路线/武汉美食/武汉网红景点
https://www.xiaohongshu.com/explore/647be087000000001300d807,虽然话不中听，但都是武汉旅游的真实感受,武汉作为新晋热门旅游城市，吸引着越来越多的人前来打卡，从武汉回来后，马不蹄地想为去武汉的宝子们整理出这篇攻略，避免大家踩雷，千万不要错过啦‼️ ✅ 交通： 飞机：武汉天河国际机场，到达后乘坐地铁2号线或机场大巴即可直达市区 火车＆高铁：武汉火车站、武昌火车站和汉口火车站，均位于市区中心 市内：地铁、公交、轮渡均可刷 VX 、 ZFB 电子卡乘车码 . ✅景点 ①江南三大名楼﹣﹣黄鹤楼 ②新中国第一座长江大桥﹣﹣武汉长江大桥 ③国家一级博物馆﹣﹣湖北省博物馆 ④世界级水舞秀表演﹣﹣汉秀剧场 ⑤国家级5A风景区﹣﹣武汉东湖生态旅游风景区 ⑥武汉最古老的寺庙﹣﹣宝通寺 ⑦长江首部游轮沉浸式体验剧﹣﹣知音号 ⑧唯一一座异域风格的汉传佛教﹣﹣古德寺 . ❌ 武汉出行注意事项 1．乘坐公交轮渡出行，领取武汉电子公交卡打八折直接在某宝就可以刷 2．武汉目前有武昌／汉口／武汉站三大火车站和天河机场 3．地铁四2/4号线基本贯通武汉各大商圈景点火车站 4．地铁2号线经过汉口站和天河机场，4号线过武昌站和武汉站 5．高铁2优选汉口站，离市区近
https://www.xiaohongshu.com/explore/644cd2ec0000000012033ba2,武汉最值得去的5个地方,#旅行  #旅行攻略。武汉是最值得去的五大景点去过了就算没白来一东湖得天独厚的四季风光丰富厚重的人文底蕴武汉最闪亮的城市名片之一二黄鹤楼与岳阳楼滕王阁并称为江南三大名楼中国古代四大名楼之一三黄皮木兰文化旅游区华中最大的生态旅游景区区被誉为中部最美生态文化旅游之都四湖北省博物馆瞥眼中国几千年历史底蕴的魅力著名的岳王勾践剑就在这里戊古德寺异域风情的建筑休闲出片的好去处
https://www.xiaohongshu.com/explore/647b57eb0000000013005b2f,武汉拍照地分享-青山江滩看海,逛武汉青山江滩，天气给力，江水呈现蔚蓝大海感 太美了 纯分享记录
https://www.xiaohongshu.com/explore/6475e07e000000001402435c,亲子旅游🍃武汉三天两夜亲子出行✅✅✅,说走就走的武汉亲子之旅来啦👏👏👏 特种兵麻麻独自带娃旅游系列🥰🥰🥰 	 武汉第1⃣️天✅✅✅ 黄鹤楼→昙华林→户部巷→长江大桥→轮渡→黎黄陂路→轮渡回来 🔸问就是不累！早上到的武昌站，住宿我们也就直接定在武昌站地铁口的民宿，放好行李出发，每个景点可看图片，有麻麻的照片都是路人小姐姐拍的哦！ 全程地铁🚇这几个景点都挨着，可以一次性走完，黎黄坡路是坐轮渡过来的，轮渡8点之前1.5，八点之后10块！1.5的賊香，8点之前那趟人巨多，但是可以看到夜景，很值！ ✔️交通🔺🔺 黄鹤楼🚇:5号线司门口黄鹤楼C出口 昙华林、户部巷、长江大桥🚶‍♀️：三个景点顺着步行，大约各10分钟左右 黎黄坡路：长江大桥轮渡到苗家码头步行10分钟左右 	 武汉的第2⃣️天 古德寺→江汉步行街→水塔街→下雨转室内MELAND 🔸今天真的不累，由于下午转室内的MELAND去放电啦，小孩子的快乐游乐园，不得不说古德寺真的是巨出片！ ✔️交通🔺🔺 古德寺🚇：3号线罗家庄B出口 江汉步行街🚇:2号线江汉路地铁口A出口 水塔街:江汉路步行街走路10分钟 MELAND室内游乐园:武汉有好几个，可以就近 	 武汉第3⃣️天 东湖真的超级美！ 推荐不累人的落雁亲子路线✅✅✅ 北门→松鼠乐园→雁州索桥→竹筏→九曲桥→叠石→松鼠乐园 🔸松鼠乐园小朋友乐嗨一天都没问题！风景真的绝了，下次有机会一定要把东湖都逛个遍！ ✔️交通🔺🔺 东湖落雁风景区🚇：4号线武汉站 ⚠️这个景区离武汉站比较里面，果断改签到武汉站回，寄存好行李直接从武汉站打车过去，十来分钟到达落雁风景区北门即可！ ⚠️⚠️全程除了东湖落雁风景区没有地铁直接，其他的地方都是地铁或者步行，有孩子的推荐带推车，累了还可以在推车上睡觉，老母亲实在也抱不动啊！
https://www.xiaohongshu.com/explore/646e021e000000001203ce61,武汉小白超实用攻略｜看完就可以出发咯🎉,🌲武汉，有独特魅力的城市，去了2次的我依旧想去第3次第4次，很有灵性。初来武汉，安排3-4天为宜 	 🦌行程安排 DAY1⃣️ 昙华林—粮道街—黄鹤楼—*户部巷—武汉长江大桥 DAY2⃣️ 东湖之眼（可打车直达）—梨园（从梨园出东湖）—湖北美术馆—湖北省博物馆—*武汉大学—楚河汉街 DAY3⃣️ 古德寺—山海关路—黎黄陂路—江汉路步行街—万松园—*西北湖 DAY4⃣️ 晴川阁—江汉造—*古琴台—归元寺 	 打*的自行参考下文 🍃户部巷其实不太好吃，都是游客，不过正好路过可以转一圈，不喜欢可以直接跳过 🍃武汉大学目前不面向游客开放，要么就在门口拍照打卡，要么只能门口找黄🐮进去，也可以试试看预约万林艺术博物馆进去 🍃西北湖可选去不去，毕竟看过东湖了之后西北湖已经小case 🍃古琴台近期休整关闭，预计要到8月重新开放❗️ 🚢长江轮渡：看情况个人选择，图1⃣️图3⃣️都可去码头乘坐 	 ⚠️只有三天的时间走前三天的行程即可 	 🥟必吃美食 1⃣️三鲜豆皮  *我的武汉1位！大爱 2⃣️热干面 3⃣️锅盔 4⃣️烧卖 *黑胡椒味儿很重 5⃣️小龙虾 6⃣️鸭脖 …… 	 不去景点光干饭武汉就能炫好多天❕美食绿洲了就是说
https://www.xiaohongshu.com/explore/6183c4da000000002103b2da,武汉攻略 | 只花一天时间高效旅行！！！,我生活在长沙，去武汉只需要一个半小时， 利用周末时间，我就完成了武汉之旅高效打卡！ . 住宿江汉路地铁站附近，不必纠结！ 江汉区就是最适合我们外地人去逛的地方，这里最繁华~ . 09:00-11:00 湖北省博物馆（记得提前预约） 11:00-12:30 武汉天地逛街吃饭（一个新的购物中心），吃完饭后过马路可以在壹方逛逛，各种品牌齐全，特别是衣服品牌有亮点。 12:30-13:00 打车去知音号码头 13:00-16:30 买一张知音号的门票看沉浸式演出 16:30-18:00 逛江汉路、江汉滩，这里都是近代风格建筑，不过这里都是人比较扎堆的地方。我这里推荐洞庭街、鄱阳街、保华路、胜利路还有黎黄陂路的洋房，瞬间将你带到上个世纪二三十年代那个摩登的大汉口，推荐车站路（原京汉火车站）附近的“董厨煨汤馆”，妥妥的本地湖北楚菜。嘘~本地的小伙伴@小陈叔叔ww 墙裂推荐！ 18:00-19:00 武汉关码头坐轮渡，两元钱横渡长江 19:00-21:00 过江后就是武昌的中华路码头，旁边的户部巷小吃街可以吃晚饭，热干面、豆皮、武昌鱼。同样看长江大桥和桥头堡、黄鹤楼门口以及辛亥革命的首义公园打卡。
https://www.xiaohongshu.com/explore/63ff27bc000000001300719c,武汉最全游玩攻略 熬夜整理,hi，我是喜欢到处撒野的小勾～ 最近的武汉街头又恢复了往日的热闹与繁荣，很高兴这座宝藏城市终于发光🌟啦！为了大家玩的开心，在武汉度过一段开心的时光，我熬夜整理了武汉旅游攻略！包含推荐景点、旅行前准备、住宿、交通、美食全囊括，你就放心跟着走就好啦～（因为字数限制，详细攻略都在图里哦！） 🗺️路线 画重点📝，武汉不存在市中心这一说法，“武汉三镇”每一个区所有配套设施一应俱全。本地人都非必要不跨区，可见武汉之大。一定要规划好路线哦，要不然跑断腿也玩不到什么！具体路线往期攻略都说了，都不再废话了。 🎈各区景点（见图1️⃣2️⃣） 东湖风景区、武汉大学凌波门、湖北省博物馆、黄鹤楼、黎黄陂路、平和打包厂、古德寺、汉口江滩、武汉长江大桥 🎒旅行前准备（看图3️⃣） 武汉特别大，所以一定要准备舒适的运动鞋方便暴走。还需要准备一些常吃的肠胃💊等以备不时之需。具体看图哦！ 🚗武汉交通（看图4️⃣5️⃣） 武汉的交通主要以地铁为主，地铁线路四通八达，基本可以到达主流景点。打车距离在5公里以内15元左右，收费适中。武汉的公交车师傅开车飙车情况近几年虽有改善，但是可以尝试体验一下速度与激情…… 🏨住宿 最近樱花季，酒店价格上涨房间紧张，最好提前2周预定。建议住在地铁站附近，交通便利。例如中南路或洪山广场，处于武汉主流线路2号线和4号线换乘站去哪里都比较方便。 🍜美食（具体看图5️⃣） “过早”作为武汉对于早餐的独特称呼，其实就可以看出武汉人对早饭的重视程度。武汉经典早餐就有热干面、豆皮、鸡冠饺等数种美食，让人眼花缭乱！ 好啦，今天的分享就到这里了～ 	   #  黎黄陂路 @本地薯 @走走薯
https://www.xiaohongshu.com/explore/6472cfb60000000012031c15,在武汉总要和喜欢的人去东湖看一次浪漫的晚霞吧！#武汉 #武汉东湖 #东湖,在武汉总要和喜欢的人去东湖看一次浪漫的晚霞吧！#武汉 #武汉东湖 #东湖。想边灯遇见变了你面带着因为你在成年修朝新轻里牡力
https://www.xiaohongshu.com/explore/63ff155f0000000027011bc5,🌈武汉 三天两夜 全攻略 📎路线图🔥🔥🔥,🌈🌈🌈武汉可太适合穷游党吃货党拍照党了叭！宝子们快冲！！！ 🌟【酒店位置】🌟 🌈地铁2号线江汉路附近几个地铁站，酒店较多且离各大著名景点较近；其次武昌火车站，离各个景点交通较为便利且利于来返程。 🌟【三日游路线规划】🌟 🌈Day1: 入住酒店➡️昙华林➡️黄鹤楼➡️长江大桥 ✅如果黄鹤楼只想拍拍照的话，建议直接去5号线司门口黄鹤楼站拍摄即可，就不买门票啦，小🍠上面也有很多宝子分享的最佳拍摄机位可以参考参考。 🌈Day2:古德寺➡️黎黄陂路➡️江汉路步行街➡️江滩轮渡 ✅古德寺门票免费，随缘上香；欧式建筑，异域风情。 ✅ 黎黄陂路，红瓦洋楼，板路小巷，浪漫复古，📷出片。 ✅汉阳晴川码头(10元/位)只有周末和节假日开放，中华路1号码头-武汉关码头(网红航线，1.5元/位)。 🌈Day3: 粮道街(过早)➡️湖北省博物馆➡️东湖景区➡️返程 ✅博物馆需要提前预约哦，周一闭馆。 ✅东湖比较大，可以提前关注^畅游东湖^公众号-游览导引。里面有东湖各景点分布图和讲解等等。天气晴朗，骑车游东湖非常不错！ 💥武汉美术馆、晴川阁、归元禅寺、楚河汉街感兴趣也可以安排上哈，听说大成路的过早也不错！！！ 💥根据来返程火车站，可酌情优化旅游路线。 💥这个行程更适合于第一天中午到，第三天晚上走哦（第三天行李寄存），可根据实际情况做调整。 🌟【必吃美食】🌟 ✅热干面，腿老大·中式炸鸡(老字号)，油饼包烧麦，米粉，豆皮，湖北菜，大排档，糕点。 🌟【温馨提示】🌟 1️⃣行程不用安排太满，体验感最重要！ 2⃣️武汉一定要体验过早，热干面基本上在武汉都不会踩大雷。 3⃣️原创不易，切勿盗图，不接受转载和任何其他方式转载。
https://www.xiaohongshu.com/explore/627a71b80000000021036373,惊呆了🏖！你能相信这是在武汉🏰,在这不能到处旅游的时期 咱们大武汉也是有不少好玩之处 	 武汉恒大文化旅游城 坐落于风景秀丽的红莲湖畔🏘 这一项目属于恒大全国“大文旅版图”战略拼图的重要一块。 	 以中国文化、中国历史、中国故事为核心内容 原创推出“璀璨中华”、“魔幻西欧”、“神秘古国”、“探险南美”、“漫游海洋”、“穿越太空”6大主题园区。 儿童梦幻世界🏝 海上探险乐园🏰 绚丽灯光秀…… 这个夏日🏖 来武汉恒大文化旅游城打卡狂欢！🌸🌸 	 虽然说它的楼盘乱尾了 但是丝毫不影响我们过去游玩🚗 不过着实还是很可惜 它们规划图真的超级喜欢啊🌟 	 🏘地址 光谷东红莲湖旅游度假区红莲大道6号 下高速几分钟就到了 还是很方便的 	 🚗停车很方便，门口随意停 	 🏰🏰 虽然没开发完，但是还是有很多玩的 沙坑 滑滑梯 湖边 小岛 旁边还有童世界的欧洲风格建筑 小朋友玩的很开心疯玩一整天 出来就是街道很多吃的 	 营销部目前没人 玩累了可以进去休🏰🏰息 	 💓💓 	 趁现在免费 赶紧去玩玩吧 	 很值得一来哦🚗 全国d级神话童话乐园 期待早日成功🏰🏰             @生活薯 @日常薯 @薯管家 @薯宝宝 @逛逛薯
https://www.xiaohongshu.com/explore/64469b68000000001300911a,五一来武汉玩，这几个地方值得打卡吗？,趁着五一假期来临之前，给姐妹们整理了一下武汉适合热门打卡拍照的几个地方，免费而且拍照超好看～快来get✔️ 	 1⃣️古德寺 推荐指数：🌟🌟🌟🌟 古德寺已然成为来武汉必去打卡的景点之一！热门是真的！人多也是真的！不过还是值得去感受一下中西文化交融的建筑特色～重点是拍照很出片！ 	 2⃣️黎黄陂路 推荐指数：🌟🌟🌟🌟🌟 被称为武汉最美街道的黎黄陂路，偏欧式复古建筑风格，红砖外墙的老房子，在街边的咖啡馆小坐一下，感受老汉口的风韵，走在路上随意抓拍都很好看 	 3⃣️黄鹤楼 推荐指数：🌟🌟🌟🌟🌟 来武汉得去黄鹤楼看看吧跟黄鹤楼合影也不枉来一趟，感受一下“故人西辞黄鹤楼 烟花三月下扬州”，拍照位置建议在去往长江大桥方向的站岗亭或者黄鹤楼底下的天桥 也可以登上黄鹤楼参观一下，门票80 	 4⃣️武昌江滩看日落 推荐指数：🌟🌟🌟🌟🌟 去完黄鹤楼，顺路去江滩走一走吧～天气好的时候等一场日落也是非常浪漫呢，衬着日落余晖，拍照也超有氛围感！ 	 5⃣️武汉美术馆（琴台馆） 推荐指数：🌟🌟🌟🌟 如果你不想去湖北博物馆，那不妨来琴台美术馆逛一逛，别的不说，拍照是真的好看！而且免费！记得提前在公众号上预约（周一闭馆） 	 6⃣️鹦鹉洲长江大桥 推荐指数：🌟🌟🌟🌟 作为武汉长江大桥中最美的桥，很值得去一次～建筑带来的视觉震撼是无法用语言来形容 	 7⃣️东湖凌波门 推荐指数：🌟🌟🌟🌟 在武汉看“海”首选凌波门，天气晴朗的时候，坐在湖边的长椅上吹吹风，非常舒服！凌波门的日出绝美！值得为它早起一次 	 8⃣️解放公园 推荐指数：🌟🌟🌟🌟 喜欢逛公园的姐妹不要错过解放公园很美，不过建议晴天来～ 	 9⃣️柱皮山 推荐指数：🌟🌟 这里拍照确定好看，但是位置太偏远了，对于武汉游玩2-3天的姐妹来说不太适合，我发上来凑数哈哈哈哈 	 📍武汉好玩好吃的地方很多～这里只列出一小部分，仅供参考哈～ 👋欢迎姐妹们来武汉玩，嘿嘿
https://www.xiaohongshu.com/explore/644bc3ca000000002702b0d9,武汉情侣打卡｜这个地方一定要带心爱的他来,去年走过武汉好玩地100站‼️今年继续 第126站:光谷多莫大教堂 	 好久好久没来光谷啦🧡 上一次来还是上大学的时候 因为学校就在附近，周末我们最常来的就是这里了 这次来都结婚有娃了😂想着休息来校园转转 顺便打卡一下武汉zui像欧洲的地方 带老公重温一下大学时光🧡 如果和男朋友来这里会让人有结婚的冲动💕 	 💒多莫大教堂打卡机位： 1️⃣⛪️全景大教堂：可以走到教堂对面的手扶电梯上往对面拍 2️⃣🍃绿野仙踪：拍完全景大教堂左手边有个通道就是了，里面还有复古小火车 3️⃣💕爱心斑马线：牵着喜欢的人手走这条路会很幸福吧，通往大教堂💒的马路 4️⃣🧡和大教堂合影（图2）：coco旁的手扶梯到二楼，在乘坐室内电梯三楼就到咯‼️这里没人又好拍 - 拍完照在弗拉门戈广场偶遇了 珀莱雅限时—双抗主题快闪店‼️ 逛街的姐们们这波羊毛🦙不要错过 现在9.9💰可以领珀莱雅最新产品小样+咖啡/酒 （图9⃣️就是我领取的产品和咖啡） 蓝色主题的店颜值超高的！ 现场可以🆓试用新品双抗精华3.0以及双抗产品 除了快闪店颜值很高以外，还有高颜值咖啡师哦‼️ - 📍定位：光谷世界城弗拉门戈广场 ⌚️时间：2023.4.27–2023.5.3 -
https://www.xiaohongshu.com/explore/63ff27bc000000001300719c,武汉最全游玩攻略 熬夜整理,hi，我是喜欢到处撒野的小勾～ 最近的武汉街头又恢复了往日的热闹与繁荣，很高兴这座宝藏城市终于发光🌟啦！为了大家玩的开心，在武汉度过一段开心的时光，我熬夜整理了武汉旅游攻略！包含推荐景点、旅行前准备、住宿、交通、美食全囊括，你就放心跟着走就好啦～（因为字数限制，详细攻略都在图里哦！） 🗺️路线 画重点📝，武汉不存在市中心这一说法，“武汉三镇”每一个区所有配套设施一应俱全。本地人都非必要不跨区，可见武汉之大。一定要规划好路线哦，要不然跑断腿也玩不到什么！具体路线往期攻略都说了，都不再废话了。 🎈各区景点（见图1️⃣2️⃣） 东湖风景区、武汉大学凌波门、湖北省博物馆、黄鹤楼、黎黄陂路、平和打包厂、古德寺、汉口江滩、武汉长江大桥 🎒旅行前准备（看图3️⃣） 武汉特别大，所以一定要准备舒适的运动鞋方便暴走。还需要准备一些常吃的肠胃💊等以备不时之需。具体看图哦！ 🚗武汉交通（看图4️⃣5️⃣） 武汉的交通主要以地铁为主，地铁线路四通八达，基本可以到达主流景点。打车距离在5公里以内15元左右，收费适中。武汉的公交车师傅开车飙车情况近几年虽有改善，但是可以尝试体验一下速度与激情…… 🏨住宿 最近樱花季，酒店价格上涨房间紧张，最好提前2周预定。建议住在地铁站附近，交通便利。例如中南路或洪山广场，处于武汉主流线路2号线和4号线换乘站去哪里都比较方便。 🍜美食（具体看图5️⃣） “过早”作为武汉对于早餐的独特称呼，其实就可以看出武汉人对早饭的重视程度。武汉经典早餐就有热干面、豆皮、鸡冠饺等数种美食，让人眼花缭乱！ 好啦，今天的分享就到这里了～ 	   #  黎黄陂路 @本地薯 @走走薯
https://www.xiaohongshu.com/explore/6472f52b0000000012032141,武汉士著熬夜吐血整理3天2夜旅行攻略‼️,想来武汉旅游宝子们！！就看这一篇就好了！ 吃喝玩乐拍照一网打尽！！ 第1️⃣天 如果要去✔️古德寺就要早上去最好哦！！ 寺庙不太大 但是拍照很好看！！ 旁边二中附近还有很多打卡点 我个人更喜欢✔️水塔小吃街！！但是✔️ happy站台是室内不用风吹日晒！ ✔️ mark食集很适合夜晚去拍门头～小吃也很多 可以早点去✔️循礼门花市买束花当道具！ ✔️美术馆记得提前公众号预约 ✔️黎黄陂路特别适合拍照📷 真的推荐大家坐一下武汉的轮渡！！ 第2️⃣天 粮道街美食小吃也很多！！ 昙华林比较适合去拍照 户部巷不建议优先考虑 黄鹤楼给你买们安利夜景真的很美 晴川阁是免费景点 时间充裕的话才建议考虑 归元寺和晴川阁汉阳造都在汉阳！ 第3️⃣天 东湖景区很大估计要花上一天或者半天！ 博物馆记得要提前预约！！太火了 光谷广场大学生汇聚地！！美食很多 楚河汉街现在有点落寞但是时间可以去看看！ - 🥯美食小吃推荐： 赵师傅油饼包烧卖（要排队） 肥肥虾庄（虾是武汉最大的） 大中华酒楼（来武汉一定要试试正宗湖北菜） 敖四烧烤（鸡腿真的很不错） 烫锅鲜砂锅串串（推荐清汤锅 灵魂蘸料） 一代烤翅王（BT鸡翅 辣哭上瘾） 三镇民食甜食馆（三鲜豆皮真的是我的最爱） 阿宝生煎包（万松园的那家排队王） 铁扇红孩儿烧烤（我特别爱他家烤鱼 凤爪） 燕子煨汤（藕汤好好喝） 红油双宝拌面（牛肉拌面好好吃） 肖记公安牛肉鱼杂（牛肉三鲜 鱼杂我都很爱）
https://www.xiaohongshu.com/explore/6454ac60000000001300b401,武汉长江夜景,去武汉怎么能不坐一下轮渡呢！ 夜景真的美哭了好嘛！！！ #武汉 #武汉旅行 #武汉长江大桥夜景 #最美夜景 #城市夜景#当然要记录啊
https://www.xiaohongshu.com/explore/64677859000000001301158d,我国最中心的宝藏地，它最多跨过两个省，可到达任何省，中国唯一，不信你看看？,我国最中心的宝藏地，它最多跨过两个省，可到达任何省，中国唯一，不信你看看？#旅行推荐官 #厉害了我的国 #湖北 #武汉 #为祖国点赞 #旅途中的美景。中国最中心的地方您知道是哪里吗它是中国唯一一个到任何省都不超过两个省的地区甚至说国外风景都比这里差远了到新疆只需要跨过陕西和甘肃它就是全世界公开点赞的英雄城市所在地湖北但除了武汉和神龙架很多人都不知道韩能去哪儿旅游甚至连湖北本地人都说不明白但被严重低估的湖北其实恒宝藏中国最美地方恩施不仅有玩胜仙本纳的平山峡谷玻璃海还有能装下七亿人的世界最大天然洞穴腾龙洞水电之都宜昌不仅有世界第一的三峡大坝还有屈原的故里子规儒生如画的青江画廊华中屋脊神龙架是中国唯一一个以林区命名的行政区野人的传说至今是个谜国家级园林城市石堰不仅有天下第一仙山牡当山还有南水北调的丹江口水库华夏第一城池襄阳金庸笔下的狭义课本里的三顾茅庐说的就是这里金楚门户的金门不仅有中国迷鹿之乡十首更是中南六省唯一一座明代帝陵中国唯一一座以校命名的城市孝感校昌的红山林在秋天泰绝美老刘备大义诗荆洲说的就是这里每到夏天红湖的荷花美不胜收梁子湖不仅风光秀丽更是美味大闸蟹和武昌鱼的诞生地黄冈密卷可以说是无数学子的噩梦这里不仅是黄梅系的诞生地鸿安县更是诞生了二百二十三位将军湖北省会武汉九省通衢这里不仅有中国四大名楼黄鹤楼还有万里长江第一桥武汉长江大桥中国最美大学武汉大学每味热干面等你来吃所以外国人都说有一种中国美叫湖北关注罗非菲走不出户游世界
